instance,iterations,tenure_flip,tenure_swap,stall,diversify,seed,best_value,total_weight,elapsed_ms
docs/inst_test/instancias/n_1000_1,100,20,7,5,0.1000,4,9995297223,9995292560,30
docs/inst_test/instancias/n_1000_1,100,20,7,5,0.1000,12,9996297291,9996292580,37
docs/inst_test/instancias/n_1000_1,100,20,7,5,0.2000,4,9992827053,9992822527,29
docs/inst_test/instancias/n_1000_1,100,20,7,5,0.2000,12,9999827461,9999822909,28
docs/inst_test/instancias/n_1000_1,100,20,7,5,0.2000,202,9994827117,9994822716,28
docs/inst_test/instancias/n_1000_1,100,20,7,5,0.3000,12,9990356462,9990352483,28
docs/inst_test/instancias/n_1000_1,100,20,7,5,0.3000,4,9994827139,9994822678,38
docs/inst_test/instancias/n_1000_1,100,20,7,10,0.1000,12,9993297100,9993292455,24
docs/inst_test/instancias/n_1000_1,100,20,7,5,0.3000,202,9999887011,9999883425,34
docs/inst_test/instancias/n_1000_1,100,20,7,10,0.1000,4,9995296915,9995292252,36
docs/inst_test/instancias/n_1000_1,100,20,7,10,0.1000,202,9991296961,9991292372,27
docs/inst_test/instancias/n_1000_1,100,20,7,10,0.2000,4,9992827022,9992822537,27
docs/inst_test/instancias/n_1000_1,100,20,7,10,0.2000,12,9999827461,9999822909,33
docs/inst_test/instancias/n_1000_1,100,20,7,10,0.2000,202,9994827117,9994822716,29
docs/inst_test/instancias/n_1000_1,100,20,7,10,0.3000,4,9994827139,9994822678,21
docs/inst_test/instancias/n_1000_1,100,20,7,20,0.1000,4,9994297160,9994292499,27
docs/inst_test/instancias/n_1000_1,100,20,7,10,0.3000,12,9989826789,9989822344,38
docs/inst_test/instancias/n_1000_1,100,20,7,10,0.3000,202,9999886847,9999883349,39
docs/inst_test/instancias/n_1000_1,100,20,7,20,0.2000,12,9999827461,9999822909,25
docs/inst_test/instancias/n_1000_1,100,20,7,20,0.2000,4,9989296870,9989292248,31
docs/inst_test/instancias/n_1000_1,100,20,7,20,0.1000,12,9993297100,9993292455,41
docs/inst_test/instancias/n_1000_1,100,20,7,20,0.2000,202,9994827117,9994822716,29
docs/inst_test/instancias/n_1000_1,100,20,7,20,0.1000,202,9991296961,9991292372,46
docs/inst_test/instancias/n_1000_1,100,20,7,20,0.3000,4,9994827139,9994822678,29
docs/inst_test/instancias/n_1000_1,100,20,7,20,0.3000,202,9999357275,9999353107,28
docs/inst_test/instancias/n_1000_1,100,20,7,20,0.3000,12,9989826789,9989822344,39
docs/inst_test/instancias/n_1000_1,100,20,10,5,0.1000,202,9992297061,9992292379,30
docs/inst_test/instancias/n_1000_1,100,20,10,5,0.2000,12,9999827461,9999822909,24
docs/inst_test/instancias/n_1000_1,100,20,10,5,0.1000,12,9996297291,9996292580,36
docs/inst_test/instancias/n_1000_1,100,20,10,5,0.1000,4,9995297223,9995292560,48
docs/inst_test/instancias/n_1000_1,100,20,10,5,0.2000,202,9994827117,9994822716,33
docs/inst_test/instancias/n_1000_1,100,20,10,5,0.2000,4,9992827053,9992822527,47
docs/inst_test/instancias/n_1000_1,100,20,10,5,0.3000,4,9994827139,9994822678,39
docs/inst_test/instancias/n_1000_1,100,20,10,10,0.1000,12,9993297100,9993292455,23
docs/inst_test/instancias/n_1000_1,100,20,10,5,0.3000,202,9999887011,9999883425,32
docs/inst_test/instancias/n_1000_1,100,20,10,10,0.1000,4,9995296915,9995292252,35
docs/inst_test/instancias/n_1000_1,100,20,10,5,0.3000,12,9990356462,9990352483,41
docs/inst_test/instancias/n_1000_1,100,20,10,10,0.1000,202,9991296961,9991292372,30
docs/inst_test/instancias/n_1000_1,100,20,10,10,0.2000,4,9992827022,9992822537,28
docs/inst_test/instancias/n_1000_1,100,20,10,10,0.2000,12,9999827461,9999822909,31
docs/inst_test/instancias/n_1000_1,100,20,10,10,0.3000,4,9994827139,9994822678,30
docs/inst_test/instancias/n_1000_1,100,20,10,10,0.2000,202,9994827117,9994822716,31
docs/inst_test/instancias/n_1000_1,100,20,10,10,0.3000,12,9989826789,9989822344,33
docs/inst_test/instancias/n_1000_1,100,20,10,20,0.1000,12,9993297100,9993292455,28
docs/inst_test/instancias/n_1000_1,100,20,10,10,0.3000,202,9999886847,9999883349,37
docs/inst_test/instancias/n_1000_1,100,20,10,20,0.1000,4,9994297160,9994292499,36
docs/inst_test/instancias/n_1000_1,100,20,10,20,0.2000,4,9989296870,9989292248,27
docs/inst_test/instancias/n_1000_1,100,20,10,20,0.2000,12,9999827461,9999822909,20
docs/inst_test/instancias/n_1000_1,100,20,10,20,0.2000,202,9994827117,9994822716,25
docs/inst_test/instancias/n_1000_1,100,20,10,20,0.1000,202,9991296961,9991292372,41
docs/inst_test/instancias/n_1000_1,100,20,10,20,0.3000,4,9994827139,9994822678,24
docs/inst_test/instancias/n_1000_1,100,20,10,20,0.3000,202,9999357275,9999353107,20
docs/inst_test/instancias/n_1000_1,100,20,10,20,0.3000,12,9989826789,9989822344,28
docs/inst_test/instancias/n_1000_1,100,20,15,5,0.1000,4,9995297223,9995292560,31
docs/inst_test/instancias/n_1000_1,100,20,15,5,0.1000,202,9992297061,9992292379,26
docs/inst_test/instancias/n_1000_1,100,20,15,5,0.2000,4,9992827053,9992822527,23
docs/inst_test/instancias/n_1000_1,100,20,15,5,0.2000,12,9999827461,9999822909,24
docs/inst_test/instancias/n_1000_1,100,20,15,5,0.1000,12,9996297291,9996292580,40
docs/inst_test/instancias/n_1000_1,100,20,15,5,0.2000,202,9994827117,9994822716,28
docs/inst_test/instancias/n_1000_1,100,20,15,5,0.3000,4,9994827139,9994822678,31
docs/inst_test/instancias/n_1000_1,100,20,15,5,0.3000,202,9999887011,9999883425,21
docs/inst_test/instancias/n_1000_1,100,20,15,5,0.3000,12,9990356462,9990352483,31
docs/inst_test/instancias/n_1000_1,100,20,15,10,0.1000,4,9995296915,9995292252,27
docs/inst_test/instancias/n_1000_1,100,20,15,10,0.1000,12,9993297100,9993292455,27
docs/inst_test/instancias/n_1000_1,100,20,15,10,0.1000,202,9991296961,9991292372,31
docs/inst_test/instancias/n_1000_1,100,20,15,10,0.2000,12,9999827461,9999822909,25
docs/inst_test/instancias/n_1000_1,100,20,15,10,0.2000,4,9992827022,9992822537,29
docs/inst_test/instancias/n_1000_1,100,20,15,10,0.2000,202,9994827117,9994822716,24
docs/inst_test/instancias/n_1000_1,100,20,15,10,0.3000,4,9994827139,9994822678,25
docs/inst_test/instancias/n_1000_1,100,20,15,20,0.1000,4,9994297160,9994292499,30
docs/inst_test/instancias/n_1000_1,100,20,15,10,0.3000,12,9989826789,9989822344,37
docs/inst_test/instancias/n_1000_1,100,20,15,10,0.3000,202,9999886847,9999883349,34
docs/inst_test/instancias/n_1000_1,100,20,15,20,0.1000,202,9991296961,9991292372,25
docs/inst_test/instancias/n_1000_1,100,20,15,20,0.2000,12,9999827461,9999822909,22
docs/inst_test/instancias/n_1000_1,100,20,15,20,0.1000,12,9993297100,9993292455,29
