instance,iterations,tenure_flip,tenure_swap,stall,diversify,seed,best_value,total_weight,elapsed_ms
docs\inst_test\instancias\n_1000_1,500,20,7,20,0.2000,4,9999357296,9999353185,109
docs\inst_test\instancias\n_1000_1,500,20,7,20,0.2000,202,9997886879,9997883264,103
docs\inst_test\instancias\n_1000_1,500,20,7,20,0.2000,12,9999827461,9999822909,111
docs\inst_test\instancias\n_1000_1,500,20,7,20,0.3000,4,9999887081,9999883504,102
docs\inst_test\instancias\n_1000_1,500,20,7,20,0.3000,12,9998416536,9998413562,97
docs\inst_test\instancias\n_1000_1,500,20,7,20,0.3000,202,9999887049,9999883486,99
docs\inst_test\instancias\n_1000_1,500,20,10,5,0.1000,4,9999297415,9999292801,124
docs\inst_test\instancias\n_1000_1,500,20,10,5,0.1000,12,9998297366,9998292698,127
docs\inst_test\instancias\n_1000_1,500,20,10,5,0.1000,202,9999297437,9999292748,128
docs\inst_test\instancias\n_1000_1,500,20,10,5,0.2000,4,9999887084,9999883400,109
docs\inst_test\instancias\n_1000_1,500,20,10,5,0.2000,12,9999827461,9999822909,121
docs\inst_test\instancias\n_1000_1,500,20,10,5,0.2000,202,9999886938,9999883405,107
docs\inst_test\instancias\n_1000_1,500,20,10,5,0.3000,4,9999887081,9999883504,104
docs\inst_test\instancias\n_1000_1,500,20,10,5,0.3000,12,9999946166,9999943966,95
docs\inst_test\instancias\n_1000_1,500,20,10,5,0.3000,202,9999887049,9999883486,116
docs\inst_test\instancias\n_1000_1,500,20,10,10,0.1000,4,9997297326,9997292698,119
docs\inst_test\instancias\n_1000_1,500,20,10,10,0.1000,12,9998297436,9998292694,117
docs\inst_test\instancias\n_1000_1,500,20,10,10,0.1000,202,9997297340,9997292710,120
docs\inst_test\instancias\n_1000_1,500,20,10,10,0.2000,4,9999887084,9999883400,115
docs\inst_test\instancias\n_1000_1,500,20,10,10,0.2000,202,9999886991,9999883424,103
docs\inst_test\instancias\n_1000_1,500,20,10,10,0.2000,12,9999827461,9999822909,111
docs\inst_test\instancias\n_1000_1,500,20,10,10,0.3000,4,9999887081,9999883504,101
docs\inst_test\instancias\n_1000_1,500,20,10,10,0.3000,12,9999946166,9999943966,100
docs\inst_test\instancias\n_1000_1,500,20,10,10,0.3000,202,9999887049,9999883486,100
docs\inst_test\instancias\n_1000_1,500,20,10,20,0.1000,4,9995297223,9995292560,115
docs\inst_test\instancias\n_1000_1,500,20,10,20,0.1000,12,9996297329,9996292638,116
docs\inst_test\instancias\n_1000_1,500,20,10,20,0.2000,4,9999357296,9999353185,104
docs\inst_test\instancias\n_1000_1,500,20,10,20,0.2000,12,9999827461,9999822909,109
docs\inst_test\instancias\n_1000_1,500,20,10,20,0.1000,202,9996297269,9996292641,116
docs\inst_test\instancias\n_1000_1,500,20,10,20,0.2000,202,9997886879,9997883264,103
docs\inst_test\instancias\n_1000_1,500,20,10,20,0.3000,4,9999887081,9999883504,101
docs\inst_test\instancias\n_1000_1,500,20,10,20,0.3000,12,9998416536,9998413562,95
docs\inst_test\instancias\n_1000_1,500,20,10,20,0.3000,202,9999887049,9999883486,97
docs\inst_test\instancias\n_1000_1,500,20,15,5,0.2000,4,9999887084,9999883400,111
docs\inst_test\instancias\n_1000_1,500,20,15,5,0.1000,4,9999297415,9999292801,128
docs\inst_test\instancias\n_1000_1,500,20,15,5,0.1000,12,9998297366,9998292698,126
docs\inst_test\instancias\n_1000_1,500,20,15,5,0.2000,12,9999827461,9999822909,120
docs\inst_test\instancias\n_1000_1,500,20,15,5,0.1000,202,9999297437,9999292748,125
docs\inst_test\instancias\n_1000_1,500,20,15,5,0.2000,202,9999886938,9999883405,109
docs\inst_test\instancias\n_1000_1,500,20,15,5,0.3000,4,9999887081,9999883504,113
docs\inst_test\instancias\n_1000_1,500,20,15,5,0.3000,12,9999946166,9999943966,108
docs\inst_test\instancias\n_1000_1,500,20,15,10,0.2000,4,9999887084,9999883400,107
docs\inst_test\instancias\n_1000_1,500,20,15,5,0.3000,202,9999887049,9999883486,119
docs\inst_test\instancias\n_1000_1,500,20,15,10,0.1000,4,9997297326,9997292698,118
docs\inst_test\instancias\n_1000_1,500,20,15,10,0.1000,12,9998297436,9998292694,123
docs\inst_test\instancias\n_1000_1,500,20,15,10,0.1000,202,9997297340,9997292710,125
docs\inst_test\instancias\n_1000_1,500,20,15,10,0.2000,12,9999827461,9999822909,110
docs\inst_test\instancias\n_1000_1,500,20,15,10,0.2000,202,9999886991,9999883424,104
docs\inst_test\instancias\n_1000_1,500,20,15,10,0.3000,4,9999887081,9999883504,101
docs\inst_test\instancias\n_1000_1,500,20,15,10,0.3000,12,9999946166,9999943966,92
docs\inst_test\instancias\n_1000_1,500,20,15,10,0.3000,202,9999887049,9999883486,107
docs\inst_test\instancias\n_1000_1,500,20,15,20,0.1000,4,9995297223,9995292560,114
docs\inst_test\instancias\n_1000_1,500,20,15,20,0.1000,12,9996297329,9996292638,115
docs\inst_test\instancias\n_1000_1,500,20,15,20,0.1000,202,9996297269,9996292641,117
docs\inst_test\instancias\n_1000_1,500,20,15,20,0.2000,4,9999357296,9999353185,106
docs\inst_test\instancias\n_1000_10,100,10,7,5,0.1000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,7,5,0.1000,12,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_1,500,20,15,20,0.2000,12,9999827461,9999822909,111
docs\inst_test\instancias\n_1000_10,100,10,7,5,0.1000,202,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_1,500,20,15,20,0.2000,202,9997886879,9997883264,107
docs\inst_test\instancias\n_1000_10,100,10,7,5,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,7,5,0.2000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,7,5,0.2000,202,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,7,5,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,7,5,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_1,500,20,15,20,0.3000,4,9999887081,9999883504,104
docs\inst_test\instancias\n_1000_1,500,20,15,20,0.3000,12,9998416536,9998413562,94
docs\inst_test\instancias\n_1000_10,100,10,7,5,0.3000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,7,10,0.1000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,7,10,0.1000,12,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,10,7,10,0.1000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_1,500,20,15,20,0.3000,202,9999887049,9999883486,101
docs\inst_test\instancias\n_1000_10,100,10,7,10,0.2000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,7,10,0.2000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,7,10,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,7,10,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,7,10,0.3000,12,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,10,7,10,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,7,20,0.1000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,7,20,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,7,20,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,7,20,0.1000,12,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,10,7,20,0.2000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,7,20,0.2000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,7,20,0.3000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,7,20,0.3000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,7,20,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,10,5,0.1000,12,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,10,10,5,0.1000,4,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,10,10,5,0.1000,202,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,10,10,5,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,5,0.2000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,5,0.3000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,5,0.2000,202,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,10,10,5,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,5,0.3000,202,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,10,10,0.1000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,10,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,10,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,10,0.1000,12,9980504397,9980493688,29
docs\inst_test\instancias\n_1000_10,100,10,10,10,0.2000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,10,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,10,10,0.2000,202,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,10,10,10,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,10,10,0.3000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,10,20,0.1000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,20,0.1000,4,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,10,10,20,0.1000,202,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,10,10,20,0.2000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,10,20,0.2000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,10,20,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,10,20,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,10,20,0.3000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,10,20,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,15,5,0.1000,4,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,10,15,5,0.1000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,15,5,0.1000,202,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,15,5,0.2000,4,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,10,15,5,0.2000,12,9980504397,9980493688,29
docs\inst_test\instancias\n_1000_10,100,10,15,5,0.2000,202,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,10,15,5,0.3000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,15,5,0.3000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,15,5,0.3000,202,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,15,10,0.1000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,15,10,0.1000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,15,10,0.1000,202,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,10,15,10,0.2000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,15,10,0.3000,4,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,10,15,10,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,15,10,0.2000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,15,10,0.3000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,15,10,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,15,20,0.1000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,10,15,20,0.1000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,15,20,0.1000,202,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,10,15,20,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,15,20,0.2000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,15,20,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,15,20,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,10,15,20,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,10,15,20,0.3000,202,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,15,7,5,0.1000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,5,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,5,0.1000,12,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,15,7,5,0.1000,202,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,15,7,5,0.2000,12,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,15,7,5,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,5,0.3000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,5,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,5,0.3000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,10,0.1000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,10,0.1000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,10,0.2000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,7,10,0.1000,202,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,15,7,10,0.2000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,10,0.2000,202,9980504397,9980493688,29
docs\inst_test\instancias\n_1000_10,100,15,7,10,0.3000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,7,10,0.3000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,7,10,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,7,20,0.1000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,7,20,0.1000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,7,20,0.1000,202,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,15,7,20,0.2000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,7,20,0.2000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,7,20,0.2000,12,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,15,7,20,0.3000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,7,20,0.3000,12,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,15,7,20,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,10,5,0.1000,4,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,15,10,5,0.1000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,10,5,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,5,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,5,0.2000,12,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,15,10,5,0.3000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,10,5,0.2000,202,9980504397,9980493688,29
docs\inst_test\instancias\n_1000_10,100,15,10,5,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,5,0.3000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,10,0.1000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,10,0.1000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,10,10,0.1000,202,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,10,10,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,10,0.2000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,10,10,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,10,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,10,10,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,10,0.3000,202,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,15,10,20,0.1000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,10,20,0.1000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,20,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,20,0.2000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,10,20,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,20,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,10,20,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,10,20,0.3000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,10,20,0.3000,202,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,15,15,5,0.1000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,15,5,0.1000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,15,5,0.1000,202,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,15,5,0.2000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,15,5,0.2000,12,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,15,15,5,0.2000,202,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,15,15,5,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,15,5,0.3000,4,9980504397,9980493688,30
docs\inst_test\instancias\n_1000_10,100,15,15,5,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,15,10,0.1000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,15,10,0.1000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,15,10,0.1000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,15,10,0.2000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,15,10,0.2000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,15,10,0.2000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,15,10,0.3000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,15,10,0.3000,4,9980504397,9980493688,29
docs\inst_test\instancias\n_1000_10,100,15,15,10,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,15,15,20,0.1000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,15,20,0.1000,4,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,15,15,20,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,15,20,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,15,20,0.2000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,15,15,20,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,15,20,0.3000,12,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,15,15,20,0.3000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,15,15,20,0.3000,4,9980504397,9980493688,32
docs\inst_test\instancias\n_1000_10,100,20,7,5,0.1000,4,9980504397,9980493688,29
docs\inst_test\instancias\n_1000_10,100,20,7,5,0.1000,12,9980504397,9980493688,30
docs\inst_test\instancias\n_1000_10,100,20,7,5,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,5,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,5,0.2000,4,9980504397,9980493688,32
docs\inst_test\instancias\n_1000_10,100,20,7,5,0.2000,12,9980504397,9980493688,29
docs\inst_test\instancias\n_1000_10,100,20,7,5,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,5,0.3000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,7,5,0.3000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,10,0.1000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,10,0.1000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,10,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,10,0.2000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,7,10,0.2000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,10,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,7,10,0.2000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,7,10,0.3000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,7,10,0.3000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,20,0.1000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,7,20,0.1000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,7,20,0.1000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,7,20,0.2000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,7,20,0.2000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,7,20,0.2000,202,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,7,20,0.3000,12,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,20,7,20,0.3000,4,9980504397,9980493688,27
docs\inst_test\instancias\n_1000_10,100,20,7,20,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,5,0.1000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,10,5,0.1000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,10,5,0.1000,202,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,20,10,5,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,5,0.2000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,5,0.2000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,5,0.3000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,5,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,5,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,10,0.1000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,10,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,10,0.1000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,10,0.2000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,10,10,0.2000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,10,0.2000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,10,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,10,0.3000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,10,0.3000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,20,0.1000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,20,0.1000,12,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,20,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,10,20,0.2000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,20,0.2000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,20,0.2000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,20,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,10,20,0.3000,12,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,20,10,20,0.3000,202,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,20,15,5,0.1000,4,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,15,5,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,15,5,0.1000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,15,5,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,15,5,0.2000,12,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,15,5,0.2000,202,9980504397,9980493688,26
docs\inst_test\instancias\n_1000_10,100,20,15,5,0.3000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,15,5,0.3000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,15,10,0.1000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,15,10,0.1000,202,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,15,5,0.3000,202,9980504397,9980493688,29
docs\inst_test\instancias\n_1000_10,100,20,15,10,0.1000,12,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,20,15,10,0.2000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,15,10,0.2000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,15,10,0.2000,12,9980504397,9980493688,30
docs\inst_test\instancias\n_1000_10,100,20,15,10,0.3000,4,9980504397,9980493688,29
docs\inst_test\instancias\n_1000_10,100,20,15,10,0.3000,12,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,20,15,20,0.1000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,15,20,0.1000,12,9980504397,9980493688,28
docs\inst_test\instancias\n_1000_10,100,20,15,20,0.1000,4,9980504397,9980493688,31
docs\inst_test\instancias\n_1000_10,100,20,15,10,0.3000,202,9980504397,9980493688,33
docs\inst_test\instancias\n_1000_10,100,20,15,20,0.2000,4,9980504397,9980493688,25
docs\inst_test\instancias\n_1000_10,100,20,15,20,0.2000,12,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,15,20,0.2000,202,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,15,20,0.3000,4,9980504397,9980493688,24
docs\inst_test\instancias\n_1000_10,100,20,15,20,0.3000,12,9980504397,9980493688,23
docs\inst_test\instancias\n_1000_10,100,20,15,20,0.3000,202,9980504397,9980493688,23
